Course ID,Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
146,The complete VUE JS course ( 2022 edition ),"Learn to build beautiful web apps using VUE JS, version 3 and 2. Composition API included.",https://www.udemy.com/course/the-complete-vue-js-course/,Coding Revolution,4.7,422,51.5 total hours,347 lectures,Beginner,"4,416 students",True,599
149,Angular 12 - Complete Beginner's Guide 2021 [Step by Step],"Front End Web Development, Component, Service, Route, Module, Decorator, HTTPClient, Typescript, Angular.js successor",https://www.udemy.com/course/learning-angular/,Navin Balla,4.5,422,6 total hours,84 lectures,Beginner,"41,286 students",True,749
152,GitHub Basics,Learn Everything you need to know about GitHub Basics,https://www.udemy.com/course/learn-basic-github/,Learn Tech Plus,3.6,422,1 total hour,16 lectures,Beginner,"47,061 students",True,649
155,"Create a Twitter Clone with Node.js, Socket.IO and MongoDB","Learn Node.js, MongoDB and more by making the ultimate Twitter clone website completely from scratch!",https://www.udemy.com/course/create-a-twitter-clone-with-nodejs-socketio-and-mongodb/,Reece Kenney,4.5,420,25.5 total hours,274 lectures,All Levels,"3,019 students",True,799
158,Javascript for Beginners,Learn javascript online and supercharge your web design with this Javascript for beginners training course.,https://www.udemy.com/course/beginning-javascript/,Framework Tech Media,4.6,420,3 total hours,48 lectures,All Levels,"4,740 students",True,599
161,React Hooks Tutorial - Master React Hooks Development,"Master React Hooks the right way. Learn what they are, how they work under the hood, and why they're so revolutionary!",https://www.udemy.com/course/react-hooks-tutorial/,David Joseph Katz,4.4,419,5 total hours,46 lectures,Intermediate,"2,587 students",True,699
164,Vuetify: Create an App with Vue JS & Vuex - in 5 Hours!,"Create a Gorgeous Todo App with Vuetify, Vue JS & Vuex - using many different Vuetify Components!",https://www.udemy.com/course/vuetify-vuejs-vuex/,Danny Connell,4.6,418,5.5 total hours,120 lectures,All Levels,"1,935 students",True,599
167,Level Up Your CSS Animation Skills,A practical guide to creating amazing CSS animation on the web,https://www.udemy.com/course/level-up-your-css-animation-skills/,Donovan Hutchinson,4.3,416,3.5 total hours,32 lectures,All Levels,"25,354 students",True,749
170,PHP: The Complete PHP MVC Course,"Learn to master modern PHP MVC core development step-by-step, and build your eCommerce store in less than 30 days",https://www.udemy.com/course/the-complete-php-mvc-course-build-a-modern-php-ecommerce-store/,"Devscreencast Elearning, Terry Ogbemudia Osayawe",4.4,414,25 total hours,147 lectures,Intermediate,"13,491 students",True,749
173,Code a Responsive Website Using HTML5 and CSS for Beginners,"Learn to hand code a responsive HTML5 site with beautiful CSS, scalable images and a functional web form.",https://www.udemy.com/course/how-to-code-a-responsive-website-using-html5-and-css/,Paul Cheney,4.2,414,7 total hours,102 lectures,Beginner,"2,207 students",True,649
176,jQuery for beginners interactive and dynamic web pages,Quick and easy Guide to working with jQuery Learn to add jQuery to your webpages most popular JavaScript library website,https://www.udemy.com/course/quick-learning-jquery-web-development/,Laurence Svekis,4.2,413,10 total hours,75 lectures,Intermediate,"9,125 students",True,649
179,Get Started With NodeJS :  For Beginners,Start NodeJS From Scratch,https://www.udemy.com/course/get-started-with-nodejs-for-beginners-2020/,Mohamed Ferchichi,3.6,410,1 total hour,19 lectures,Beginner,"37,170 students",True,749
182,Complete WordPress Theme Developer Course With Bootstrap,"Build fully functioning modern WordPress themes including page builders, responsive and the WordPress REST API.",https://www.udemy.com/course/the-complete-wordpress-theme-developer-course/,"Rob Percival, Bruce Chamoff, Codestars by Rob Percival",4.2,409,26.5 total hours,168 lectures,All Levels,"4,113 students",True,699
185,The HTML And CSS Bootcamp,Learn to make webpages in this course using HTML and CSS,https://www.udemy.com/course/the-html-and-css-bootcamp/,Suspendee Studios,4.4,408,2.5 total hours,32 lectures,Beginner,"30,424 students",True,699
140,Full-Stack React with GraphQL and Apollo Boost,Start building applications with React and GraphQL!,https://www.udemy.com/course/full-stack-react-with-graphql-and-apollo-boost/,Reed Barger,3.4,406,5.5 total hours,63 lectures,All Levels,"3,050 students",True,649
143,Top Python and Django Web Development Bundle!,Learn Python Programming and The Django Web Framework In One Awesome Bundle!  Learn How To Build Websites Fast!,https://www.udemy.com/course/top-python-and-django-web-development-bundle/,John Elder,4.7,406,11.5 total hours,145 lectures,Beginner,"12,836 students",True,649
146,Building RESTful Web APIs with ASP.NET Core 3.1,Learn how to build and deploy an ASP.NET Core Web API!,https://www.udemy.com/course/building-restful-web-apis-with-aspnet-core/,Felipe Gavilán,4.4,405,11.5 total hours,102 lectures,All Levels,"1,894 students",True,649
149,Working with React and Go (Golang),"Learn how to build a single page application in React, with data supplied by a Go back end REST API",https://www.udemy.com/course/working-with-react-and-go-golang/,Trevor Sawler,4.8,404,12 total hours,117 lectures,Intermediate,"3,681 students",True,699
152,Shopify Theme Development: Create Shopify Themes [2022],Learn how to create Shopify themes using ThemeKit and how to use Liquid programming for customizing Shopify themes,https://www.udemy.com/course/shopify-theme-development/,Bernard Polidario,4.5,404,12 total hours,60 lectures,Beginner,"2,619 students",True,799
155,"HTML, CSS and JavaScript Complete course",html and css basics to html5 and css3 advanced topics and JavaScript  for beginners Learn from scratch to advanced level,https://www.udemy.com/course/learn-complete-html5-and-css3-from-scratch/,DoEdu IT Educations,4.1,401,10 total hours,125 lectures,All Levels,"12,542 students",True,649
158,Build Real World Websites from Scratch using HTML5 and CSS3,Learn HTML5 and CSS3 from Scratch. Learn both the basics and advanced concepts & confidently build real life projects,https://www.udemy.com/course/web-development-html5-css3/,Development Island (UK),4.7,401,8 total hours,61 lectures,Beginner,"28,853 students",True,699
161,jQuery Ultimate Course,Everything you need to know to about jQuery to go from beginner to advanced,https://www.udemy.com/course/the-learn-jquery-course/,Learn Tech Plus,4.5,401,5 total hours,141 lectures,All Levels,"126,729 students",True,649
164,CodeIgniter 4: Build a Complete Web Application from Scratch,Learn how to build fully-featured web applications with the most popular lightweight PHP MVC framework,https://www.udemy.com/course/codeigniter-from-scratch/,Dave Hollingworth,4.7,400,10 total hours,169 lectures,All Levels,"1,874 students",True,649
167,Javascript ES6! A Complete Reference Guide to Javascript ES6,"Master Javascript's ES6 syntax and start using ES6 syntax in your modern Angular JS, React JS, Meteor JS or Vue JS apps!",https://www.udemy.com/course/javascript-es6-a-complete-reference-guide-to-javascript-es6/,Abhay Talreja,4.3,400,7 total hours,48 lectures,Intermediate,"26,354 students",True,649
170,Angular Universal In Depth,"Learn Angular Universal (Angular 13), optimize your application performance, optimize it for SEO and Social Media",https://www.udemy.com/course/angular-universal-course/,Angular University,4.6,399,4.5 total hours,31 lectures,All Levels,"2,500 students",True,799
173,"Learn PHP 7, MySQL, Object-Oriented Programming, PHP Forms","Build a secure login script, learn object-oriented programming, submit forms to MySQL and more.",https://www.udemy.com/course/beginners-guide-to-php/,John Morris,4.0,399,17 total hours,76 lectures,Beginner,"1,941 students",True,649
176,Learn HTML5 Programming From Beginner to Pro,"The easiest way to learn web design, HTML step-by-step from scratch. Real World Example with HTML",https://www.udemy.com/course/learn-html5-programming-from-beginner-to-pro/,Nirmalkumar Shanmugam,4.3,398,2.5 total hours,52 lectures,Beginner,"37,935 students",True,649
179,HTML Web Development Crash Course,Learn how to create websites and web applications for the internet.,https://www.udemy.com/course/html-tutorials/,Frahaan Hussain,4.3,395,1.5 total hours,18 lectures,Beginner,"34,608 students",True,599
182,Build a real world responsive website with Html 5 css 3 & JS,The fastest and easiest way to learn modern and real world responsive website with HTML5 and CSS3 from very scratch,https://www.udemy.com/course/build-a-real-world-responsive-website-with-html-5-css-3-js/,Adil Ahmed,4.5,395,10.5 total hours,45 lectures,Beginner,"42,548 students",True,649
185,Build Python Django Real Project: Django Web Development,Step By Step Develop Real Django Project with PostgreSQL & Deploy on Heroku. Most Powerful Way of Learning Django,https://www.udemy.com/course/python-django-real-project-for-freshers-freelancers/,Rathan Kumar,4.5,395,10 total hours,81 lectures,All Levels,"1,933 students",True,899
140,PHP MySQL & CodeIgniter Course: Complete Guide,Learn to build Dynamic Web Applications from Scratch with PHP MySQL & CodeIgniter,https://www.udemy.com/course/php-mysql-codeigniter-complete-guide/,Fatah Gabrial,3.8,395,6.5 total hours,86 lectures,All Levels,"37,023 students",True,699
143,Create Websites with HTML & CSS for Beginners,Learn Web Development by Building Websites with HTML5 and CSS3 from Scratch!,https://www.udemy.com/course/create-websites-with-html-css-for-beginners/,Srini Vanamala,4.5,393,8.5 total hours,117 lectures,Beginner,"18,447 students",True,649
146,Create ASP.Net Core Web API (step by step for beginners),"Build database driven CRUD API with C#, ASP .NET Core MVC and Entity Framework Core. Project based learning",https://www.udemy.com/course/creating-net-core-api/,Pavol Almasi,4.5,393,10 total hours,131 lectures,All Levels,"3,359 students",True,599
149,Modern JavaScript The Complete Course - Build +15 Projects,"Learn JavaScript the most popular language for Web Development - Includes ES6, React & NodeJS & +15 Complete Projects!",https://www.udemy.com/course/modern-javascript-the-complete-course-build-10-projects/,Juan Pablo De la torre Valdez,4.4,392,28 total hours,312 lectures,All Levels,"2,204 students",True,649
152,Mastering DevOps,Manage your day-to-day IT infrastructure challenges by taking advantage of the DevOps revolution,https://www.udemy.com/course/mastering-devops/,Packt Publishing,4.3,392,6 total hours,38 lectures,Intermediate,"2,538 students",True,649
155,Learn by Doing: Vue JS 2.0 the Right Way,Learn how to build a standalone client app with routing and authentication in VueJS 2.0 (Single page application),https://www.udemy.com/course/learn-by-doing-vue-js-2-the-right-way/,Dejan Stošić,4.1,389,3.5 total hours,32 lectures,Intermediate,"1,801 students",True,649
158,Azure Serverless - Hands on Learning!,"Build secure serverless applications with Azure Function, Cosmos DB, API Management, Azure ADB2C and Azure Blob Storage",https://www.udemy.com/course/azure-serverless-hands-on-learning/,Cloud Shikshak,4.5,388,4.5 total hours,76 lectures,All Levels,"2,782 students",True,799
161,Amazon Alexa Development: From Beginner to Intermediate,"Learn how to create and publish Alexa Skills, understand voice UI, and be comfortable with AWS and Alexa Skills Kit",https://www.udemy.com/course/amazon-alexa-development-from-beginner-to-intermediate/,"Nicholas ""Techustler"" Ivanecky",3.9,387,3.5 total hours,65 lectures,All Levels,"3,321 students",True,749
164,Projects in MongoDB - Learn MongoDB Building Projects,A Comprehensive Course to Learn MongoDB By Developing 12 Professional Projects,https://www.udemy.com/course/projects-in-mongodb/,"Eduonix Learning Solutions, Eduonix-Tech .",4.3,387,12 total hours,94 lectures,All Levels,"5,671 students",True,649
167,Ready for Production with Spring Boot Actuator,Manage your Spring Boot Applications in Production with Spring Boot Actuator,https://www.udemy.com/course/ready-for-production-with-spring-boot-actuator/,"John Thompson • 385,000+ Enrollments Worldwide",4.7,387,2.5 total hours,51 lectures,Intermediate,"11,056 students",True,649
170,Adobe Experience Manager 6.5 - Build Websites and Components,Build and Apply AEM elements to master components and websites!,https://www.udemy.com/course/adobe-experience-manager-65/,Jasvinder Singh Bhatia,4.1,387,3.5 total hours,63 lectures,All Levels,"2,456 students",True,699
173,How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,Create A Modern Wordpress Blog That Fits 2017. The Wordpress Blog We Are Going To Make Is From the Extra Theme!,https://www.udemy.com/course/how-to-make-a-modern-wordpress-blog-2017-create-your-blog/,Darrel Wilson,3.6,387,2 total hours,19 lectures,Beginner,"16,514 students",True,599
176,PHP OOP - Understand Object Oriented Programming in PHP,Learn and understand PHP OOP so that you can start building amazing Web Apps with PHP frameworks such as LARAVEL,https://www.udemy.com/course/php-oop-tutorial/,Ryan Dhungel,4.6,386,3 total hours,21 lectures,All Levels,"11,277 students",True,599
