Course Title,Course Description,URL,Instructor,Course Rating,Number of Ratings,Course Length,Number of Lectures,Difficulty,Number of Students,Subscription Type,Price
"The Complete React Developer Course (w/Hooks , Context API)","Learn all React topics including the latest release Hooks, Context-API with 5 Real-time Hands-On Projects.",https://www.udemy.com/course/the-complete-react-developer-course-whooks-context-api/,K.Sathyaprakash Reddy,4.8,89.0,10.5,66,All Levels,5207.0,Paid,599
Full-Stack Web Developer Bootcamp with Real Projects,"Complete Web Development using Node, Express and JavaScript",https://www.udemy.com/course/full-stack-web-developer-bootcamp-with-real-projects/,Eldor Togaymurotov,4.0,89.0,22.0,121,All Levels,484.0,Paid,649
Front-end Web developer MasterClass HTML CSS JavaScript,Learn HTML CSS JavaScript all in one place packed with exercises and source code with examples,https://www.udemy.com/course/learn-html-css-javascript/,Laurence Svekis,4.5,89.0,18.0,250,Beginner,470.0,Paid,749
Website Wireframing with HTML5 & CSS3,Discover how to quickly mockup your web ideas!,https://www.udemy.com/course/website-wireframing-with-html5-css3/,Stone River eLearning,4.0,89.0,3.0,35,Intermediate,524.0,Paid,649
Learn SignalR: Make a Full Featured Chat App From Scratch,Learn creating real time web applications with SignalR from zero to hero with full featured chat app from scratch,https://www.udemy.com/course/learn-signalr-make-a-full-featured-chat-app-from-scratch/,D. Penev,3.9,89.0,0.7,31,All Levels,345.0,Paid,649
How To Push Django Python Apps To Heroku for Web Hosting,Hosting Django Apps In The Cloud,https://www.udemy.com/course/push-django-python-apps-to-heroku/,John Elder,4.8,89.0,2.5,37,Intermediate,3392.0,Paid,649
Functional Programming For JavaScript Developers,Unlock the powers of functional programming hidden within JavaScript to build smarter and more reliable web apps.,https://www.udemy.com/course/master-functional-js/,"Artech Learning, LLC.",4.4,89.0,3.0,26,All Levels,436.0,Paid,699
MERN React Node MongoDB CRUD with Smart Login for Beginners,Build your own Node API with MongoDB to communicate with your React App for performing CRUD operations with Login System,https://www.udemy.com/course/mern-react-node-crud/,Ryan Dhungel,4.8,89.0,6.0,50,All Levels,462.0,Paid,599
Set up a localhost Web Server for Faster Website Development,Install and configure a web development environment on your computer. Code faster and when offline. Install WordPress.,https://www.udemy.com/course/localhost-web-server/,Dave Hollingworth,4.9,88.0,1.5,31,All Levels,413.0,Paid,749
How To Create A Website With Wordpress From Scratch,Wordpress Site Creation - Learn How To Create Your Own Website From Scratch Using Wordpress Without Knowing Development,https://www.udemy.com/course/how-to-create-a-website-with-wordpress-from-scratch/,"Sorin Constantin, Emily S. Lima",4.2,88.0,3.5,24,All Levels,7700.0,Paid,649
NodeJS API Development with Express MongoDB and Mongoose,Learn NodeJS Express MongoDB and Mongoose and develop applications and APIs real fast,https://www.udemy.com/course/build-an-api-with-nodejs-express-mongodb-mongoose/,Ajay Srinivasa,3.8,88.0,3.0,32,Beginner,3251.0,Paid,749
Make an E-Commerce Website with Blazor WebAssembly in .NET 6,"Learn how to build an E-Commerce Website with Blazor WebAssembly, a Web API, Entity Framework Core & SQL Server Express.",https://www.udemy.com/course/blazor-ecommerce/,Patrick God,4.6,88.0,16.5,187,Intermediate,750.0,Paid,649
The Complete Salesforce Administrator with Real time Project,Salesforce Admin for beginner to advance level,https://www.udemy.com/course/the-complete-salesforce-administrator-with-project/,Debasis Jena,4.0,88.0,14.5,36,All Levels,496.0,Paid,599
JSON Coding JSON data with JavaScript Objects Course,Learn how to use JSON the leading language-independent data format on the web  Human-readable text to transmit data APIs,https://www.udemy.com/course/introduction-to-json-javascript-object-notation-tutorial/,Laurence Svekis,4.1,88.0,1.5,32,All Levels,8906.0,Paid,749
HTML for beginners,HTML + inline css course,https://www.udemy.com/course/the-way-to-web-development-by-learning-html-5-from-scratch/,Ahmed Ahmed Hassan,4.2,87.0,2.5,20,All Levels,9161.0,Paid,649
How To Build A Website From Scratch + Blogging Blueprint,"In this comprehensive course I'll show you how to succeed online quickly, and easily...",https://www.udemy.com/course/how-to-build-a-website-from-scratch-blogging-blueprint/,Joe Dirven,3.5,87.0,3.5,28,All Levels,18171.0,Paid,599
Mobile and Web Development with React and React Native,"Learn React with React JS, React Native, Router, Hooks and Context course and dive deeper into React Native",https://www.udemy.com/course/mobile-and-web-development-with-react-and-react-native/,"Oak Academy, Muhammet Gokturk",4.3,87.0,18.5,152,All Levels,4510.0,Paid,699
C to Learn Programming Technique : C to Master Skills,"C  is to Develop Programming Technique and to Master in C  ,  all the basic concepts of C , SCRATCH to DATA STRUCTURE",https://www.udemy.com/course/c-language-to-learn-programming-technique-c-to-master-skill/,Sandeep Thakur,3.9,87.0,17.0,153,Beginner,1906.0,Paid,649
Symfony 5 - The complete Guide for Beginners,"You will learn the PHP framework Symfony and develop a complete, secure and modern web application!",https://www.udemy.com/course/symfony-course/,Fabian Heihoff,4.4,85.0,7.5,39,Beginner,462.0,Paid,649
JavaScript: Coding Challenge Bootcamp - 2020,Get to solve coding challenge using JavaScript and elaborate you problem solving skill as well as your JavaScript skill,https://www.udemy.com/course/javascript-coding-challenges-bootcamp/,Md. A. Barik,3.6,87.0,3.5,92,Beginner,17834.0,Paid,799
Coding For Beginners 2 - Get Started With Web Development!,"Learn HTML, CSS & JavaScript the friendly way - No experience required. Go from scratch to coding websites!",https://www.udemy.com/course/coding-for-beginners-2-get-started-with-web-development/,Applause Interactive,4.5,86.0,16.0,103,Beginner,755.0,Paid,699
How to create a plugin for Moodle using PHP,"Step by step, detailed instructions taking you through the complete process from zero code to functioning plugin.",https://www.udemy.com/course/how-to-create-a-plugin-for-moodle-using-php/,Chris Richter,4.5,86.0,2.5,20,Intermediate,347.0,Paid,649
Progressive Web Application With React Jumpstart,"Build Application That Works Offline, Looks Like Native Mobile App etc",https://www.udemy.com/course/progressive-web-app-with-react-jumpstart/,Anto Aravinth,4.1,86.0,3.0,44,Beginner,1203.0,Paid,649
"Full Stack React Js with Redux, Node.Js, Express.Js, MongoDB","Learn React JS with Redux, Hooks, Context, Node.js, Express js and Mongo DB from scratch. Dive in React, Express, nodejs",https://www.udemy.com/course/full-stack-react-js-with-redux-nodejs-expressjs-mongodb/,Oak Academy,4.2,86.0,21.5,185,All Levels,3274.0,Paid,649
The essential guide to GraphQL + React,So you want to finally learn GraphQL and use it with your React apps ?. This is it.,https://www.udemy.com/course/the-essential-guide-to-graphql-react/,Coding Revolution,4.5,86.0,30.0,166,All Levels,674.0,Paid,749
Video Background Transparent Login Form-HTML CSS & BOOTSTRAP,Full screen video background transparent login & signup form using html css and bootstrap FROM SCRATCH | 2021,https://www.udemy.com/course/transparent-login-form/,Abdul Qadeer,4.2,86.0,1.0,13,All Levels,12293.0,Paid,749
Stripe Masterclass With React.js & Node.js,"Build a real world fully functional e-commerce site with React, Hooks, Context API, Node.js, Express.js and Firebase",https://www.udemy.com/course/stripe-masterclass-with-react-node/,Abdi Ahmed,4.7,86.0,9.0,96,Intermediate,709.0,Paid,599
Create Jekyll blog and host it on Github like a Ninja,"Learn to develope your own Blogging system, easier than Wordpress. And host it for free on Github.",https://www.udemy.com/course/create-free-jekyll-blog-on-github-pages-like-a-ninja/,Ajinkya Borade,3.5,86.0,2.0,11,Beginner,5085.0,Paid,599
Core java for beginners and experts,Core java concepts with Real Examples,https://www.udemy.com/course/javabybhanu/,Bhanu Pratap,4.5,86.0,54.5,245,Beginner,369.0,Paid,649
Google Home Development: From Beginner to Intermediate,The most comprehensive and complete Google Home course. Build & deploy voice activated applications.,https://www.udemy.com/course/google-home-development-from-beginner-to-intermediate/,"Nicholas ""Techustler"" Ivanecky",3.2,85.0,4.0,57,Beginner,1295.0,Paid,649
Build A Flashcard Website With Python and Django,Learn Python Driven Web Development With Django and Python!,https://www.udemy.com/course/build-a-flashcard-website-with-python-and-django/,John Elder,4.7,85.0,3.0,39,Beginner,6207.0,Paid,749
"Ajax, jQuery and JSON for Beginning Web Developers","Learn Ajax, jQuery and JSON by creating real projects. ",https://www.udemy.com/course/ajax-jquery-and-json-for-beginning-web-developers/,Stone River eLearning,4.0,85.0,3.0,19,Beginner,855.0,Paid,649
OpenAPI (Swagger) Specification for Software Developers,"A guide to learning OpenAPI (Swagger) Specification for highly productive API design, documentation, development, & test",https://www.udemy.com/course/openapi-swagger-specification/,Praveenkumar Bouna,4.7,85.0,3.0,44,Beginner,477.0,Paid,649
Starting with NodeJS-HapiJS and ReactJS,"Build Restful sentiment analysis API with HapiJS, connect with React. Learn NodeJS, ReactJS, NLTK-sentiment analysis",https://www.udemy.com/course/starting-with-nodejs-hapijs-and-reactjs/,Evans Boateng Owusu,4.5,85.0,2.0,16,Beginner,556.0,Paid,749
XML and XSD: a complete W3C-content based course (+10 hours),"The complete XML/XSD content from W3Schools, with much better explanations and practical examples with Eclipse IDE",https://www.udemy.com/course/xml-and-xsd-a-complete-w3c-content-based-course/,Daniel Pinheiro Maia,3.9,85.0,11.0,12,All Levels,38628.0,Paid,599
From Zero to Python: Essential Course for Absolute Beginners,Learn the Parts of Python You Really Need to Begin Your Coding Career,https://www.udemy.com/course/from-zero-to-python/,Jorge Escobar,4.2,85.0,2.5,40,Beginner,711.0,Paid,749
"Full Stack Web Development with React JS, Angular and NodeJS","Full stack web development. Up full stack developer career with HTML CSS Javascript, React JS, Angular, NodeJS, MongoDB",https://www.udemy.com/course/full-stack-web-development-2021-guide-with-nodejs-mongodb/,Oak Academy,4.7,85.0,36.5,327,All Levels,550.0,Paid,649
HTML5 APIs For JavaScript - A Course For Web Developers ,A Web Developers Guide To HTML5 APIs For JavaScript. ,https://www.udemy.com/course/html5-apis-for-javascript-a-course-for-web-developers/,Infinite Skills,3.7,84.0,5.0,45,All Levels,7810.0,Paid,699
Learning Joomla! 3 Extension Development,"Create your own custom Joomla! components, plugins, modules, and template extensions",https://www.udemy.com/course/learning-joomla-3-extension-development/,Packt Publishing,3.3,84.0,1.5,32,All Levels,428.0,Paid,749
Step By Step Create Admin Panel With Spring Boot And Angular,"Dashboard, Admin Panel, Hibernate, Liquibase, Spring Boot 2, Angular 7, Mysql, CRUD operations, Json Web Token (JWT)",https://www.udemy.com/course/step-by-step-create-admin-panel-with-spring-boot-and-angular/,Senol Atac,4.4,84.0,5.5,86,All Levels,418.0,Paid,599
Progressive Web Apps (PWA) - From Beginner to Expert,Learn How To Deliver the Best User Experiences using the Best Web Technology,https://www.udemy.com/course/progressive-web-apps-pwa-from-beginner-to-expert/,Chris Love,3.7,84.0,21.0,203,Beginner,1066.0,Paid,649
MongoDB for Beginners - Fast track,Learn to use MongoDB fast and easily with Edwin Diaz,https://www.udemy.com/course/mongodb-for-beginners-fast-track/,"Edwin Diaz, Coding Faculty Solutions",4.4,84.0,3.5,41,All Levels,8871.0,Paid,649
Build A Complete CMS App Using Angular 5,"Master Professional Development in Angular By Building a Real World App. Learn Firebase, Angular CLI and Material Design",https://www.udemy.com/course/build-a-complete-cms-app-using-angular-5/,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",4.6,84.0,5.0,21,Intermediate,597.0,Paid,649
HTML and CSS for beginners,Follow these step-by-step tutorials to master HTML and CSS.,https://www.udemy.com/course/html-tutorial-for-beginners/,Ernest Jones,4.9,84.0,7.5,114,Beginner,1131.0,Paid,599
Responsive PHP Registration Form: From Scratch,"Complete guide to build a Responsive PHP Registration Form: From Scratch including HTML, CSS and Booststrap",https://www.udemy.com/course/responsive-php-registration-form/,"Syed Ali, Syed Raza, ClayDesk E-learning",4.2,84.0,4.0,34,All Levels,12054.0,Paid,649
JavaScript for Coders: Learn OOP in JavaScript,Learn Object Oriented Programming in JavaScript,https://www.udemy.com/course/advance-javascript-for-coders-learn-oop-in-javascript/,"Eduonix Learning Solutions, Eduonix-Tech .",3.3,84.0,11.5,55,Intermediate,546.0,Paid,649
Chrome Developer Tools Course,"Learn Chrome DevTools to edit, debug, test and optimize your web apps",https://www.udemy.com/course/chrome-developer-tools-course/,Sofia Kostiunina,4.0,84.0,2.5,27,All Levels,433.0,Paid,649
Chrome Developer Tool Basics,Everything you need to know about Chrome Developer Tool Basics,https://www.udemy.com/course/chrome-developer-tools/,Learn Tech Plus,4.3,84.0,1.0,41,Beginner,14193.0,Paid,649
PHP : Zero to Hero,"HTML, CSS, Java Script, MySQL and PHP, E-Commerce,JQuery and AJAX, JSON, Web API, PayPal API, OOP and Publishing",https://www.udemy.com/course/php-from-zero-to-e-commerce-with-paypal-api/,Dhoyazan Adbo Othman,4.0,83.0,9.0,121,All Levels,1336.0,Paid,699
JavaScript For Absolute Beginners - Level One,JavaScript from scratch with professional developer by analyzing code examples,https://www.udemy.com/course/javascript-for-absolute-beginners-level-one/,IT Solutions,2.9,83.0,1.5,8,All Levels,720.0,Paid,649
Full Stack Web Development: Web From Zero with PHP 2022,Full stack web development with html css bootstrap javascript jquery php and mysql.Learn web development from zero,https://www.udemy.com/course/full-stack-web-development-web-from-zero-with-php-2020/,Duhan Gökkaya,4.5,83.0,15.5,173,All Levels,379.0,Paid,599
The Complete Microservices With Java,"Build java microservice from scratch using dropwizard framework, and deploy your microservice to different environments.",https://www.udemy.com/course/getting-started-with-microservices-from-zero-to-production/,Mo omar,2.5,83.0,7.0,55,Beginner,1411.0,Paid,699
The Complete Developer Bootcamp,The course you need to learn Best Practices in Software Development.,https://www.udemy.com/course/the-complete-developer-bootcamp/,Maksym Rudnyi,4.0,82.0,4.5,40,All Levels,28839.0,Paid,599
"Shopify App Development - Vanilla PHP, GraphQL, & REST API","Learn Shopify app development & create Shopify apps using Vanilla PHP, GraphQL, REST API, and more!",https://www.udemy.com/course/shopify-app-development-in-php/,Bernard Polidario,4.7,82.0,8.0,45,All Levels,703.0,Paid,649
"Basic Concepts of Web Development, HTTP and Java Servlets","The basics you must be knowing while coding good web applications. Not only for Java guys, but for any web developer.",https://www.udemy.com/course/web-application-and-java-servlet-concepts/,Sanjay Patel,3.0,83.0,1.0,8,Beginner,2881.0,Paid,649
Installing and Setting up FreeSWITCH: Basics,Learn how to install and set up FreeSWITCH for your home office.,https://www.udemy.com/course/installing-and-setting-up-freeswitch-basics/,Eddy Chiang,2.9,82.0,1.5,11,Beginner,396.0,Paid,649
